run_id,test_rmse,test_mae,test_r2,sigma_over_E
1,9.346667,5.8816814,0.9382226722189394,0.29195046
2,9.346667,5.8816814,0.9382226722189394,0.29195046
3,9.429388,5.8900576,0.9371243253037247,0.2546871
5,9.429388,5.8900576,0.9371243253037247,0.2546871
