run_id,test_rmse,test_mae,test_r2,sigma_over_E
1,7.958741,5.128308,0.9552075934681468,0.20225278
3,8.011639,5.151223,0.9546101930832465,0.18644269
4,8.011639,5.151223,0.9546101930832465,0.18644269
