run_id,test_loss,test_acc,test_auc
1,0.6517163179329792,0.6690512820512821,0.8493577458086784
3,0.44554870158609017,0.6266666666666667,0.8323999999999999
4,0.5856578068678406,0.6854,0.85981188375
5,0.5832536246622732,0.6806794871794872,0.8581763658777121
6,0.58184372959873,0.6857051282051282,0.8590410951676528
